playerId,goals,assists,yellowCards,redCards,matches_played,goals_per_match,assists_per_match,performance_score,high_performance
70144,0.0,0,0,0,3,0.0,0.0,0.0,True
70156,1.0,0,0,0,3,0.3333333333333333,0.0,0.6666666666666666,True
70168,0.0,0,0,0,3,0.0,0.0,0.0,True
70292,0.0,0,0,0,3,0.0,0.0,0.0,True
70379,0.0,0,0,0,5,0.0,0.0,0.0,True
70381,0.0,0,0,0,4,0.0,0.0,0.0,True
70389,0.0,0,98,0,4,0.0,0.0,-12.25,False
70403,0.0,0,92,0,4,0.0,0.0,-11.5,False
70965,0.0,0,0,0,4,0.0,0.0,0.0,True
71654,0.0,0,0,0,5,0.0,0.0,0.0,True
71703,0.0,0,0,0,4,0.0,0.0,0.0,True
72397,0.0,0,0,0,3,0.0,0.0,0.0,True
77521,0.0,0,0,0,3,0.0,0.0,0.0,True
77558,1.0,0,0,0,3,0.3333333333333333,0.0,0.6666666666666666,True
78991,0.0,0,92,0,3,0.0,0.0,-15.333333333333334,False
79006,0.0,0,54,0,3,0.0,0.0,-9.0,False
79038,0.0,0,0,0,3,0.0,0.0,0.0,True
79098,0.0,0,0,0,3,0.0,0.0,0.0,True
79115,0.0,0,0,0,3,0.0,0.0,0.0,True
79149,1.0,0,89,0,3,0.3333333333333333,0.0,-14.166666666666668,False
79248,0.0,0,52,0,3,0.0,0.0,-8.666666666666666,False
79320,0.0,0,0,0,3,0.0,0.0,0.0,True
79381,0.0,0,46,0,3,0.0,0.0,-7.666666666666667,False
79449,0.0,0,0,0,3,0.0,0.0,0.0,True
79658,0.0,0,0,0,3,0.0,0.0,0.0,True
83876,0.0,0,0,0,4,0.0,0.0,0.0,True
86220,1.0,1,51,0,4,0.25,0.25,-5.625,False
86234,0.0,0,0,0,4,0.0,0.0,0.0,True
86340,0.0,2,0,0,5,0.0,0.4,0.4,True
86411,0.0,0,59,0,2,0.0,0.0,-14.75,False
86414,0.0,0,57,0,3,0.0,0.0,-9.5,False
86537,0.0,0,0,0,4,0.0,0.0,0.0,True
86722,0.0,0,19,0,4,0.0,0.0,-2.375,False
89073,0.0,0,87,0,4,0.0,0.0,-10.875,False
89186,0.0,0,0,0,4,0.0,0.0,0.0,True
89571,0.0,0,0,0,3,0.0,0.0,0.0,True
90991,0.0,0,0,0,4,0.0,0.0,0.0,True
90999,0.0,0,0,0,4,0.0,0.0,0.0,True
91002,0.0,0,0,0,4,0.0,0.0,0.0,True
91019,1.0,2,0,0,4,0.25,0.5,1.0,True
91039,0.0,0,0,0,4,0.0,0.0,0.0,True
91082,0.0,0,0,0,4,0.0,0.0,0.0,True
91156,0.0,0,0,0,3,0.0,0.0,0.0,True
91263,0.0,0,0,0,3,0.0,0.0,0.0,True
91381,0.0,0,0,0,4,0.0,0.0,0.0,True
91502,0.0,0,0,0,4,0.0,0.0,0.0,True
91702,0.0,0,45,0,4,0.0,0.0,-5.625,False
94630,0.0,0,66,0,4,0.0,0.0,-8.25,False
94650,1.0,0,0,0,4,0.25,0.0,0.5,True
94695,0.0,0,0,0,4,0.0,0.0,0.0,True
94764,0.0,0,0,0,4,0.0,0.0,0.0,True
94814,0.0,0,0,0,4,0.0,0.0,0.0,True
94828,0.0,1,40,0,4,0.0,0.25,-4.75,False
94831,1.0,0,0,0,4,0.25,0.0,0.5,True
94922,0.0,0,0,0,4,0.0,0.0,0.0,True
94987,0.0,0,0,0,3,0.0,0.0,0.0,True
95010,0.0,0,0,0,4,0.0,0.0,0.0,True
95108,0.0,0,0,0,4,0.0,0.0,0.0,True
95200,1.0,0,57,0,3,0.3333333333333333,0.0,-8.833333333333334,False
95299,0.0,0,0,0,3,0.0,0.0,0.0,True
95349,0.0,0,0,0,4,0.0,0.0,0.0,True
95490,0.0,0,88,0,3,0.0,0.0,-14.666666666666666,False
97582,0.0,0,0,0,3,0.0,0.0,0.0,True
99381,0.0,0,0,0,3,0.0,0.0,0.0,True
99391,0.0,0,0,0,3,0.0,0.0,0.0,True
99438,0.0,0,0,0,3,0.0,0.0,0.0,True
99452,0.0,0,0,0,3,0.0,0.0,0.0,True
99479,0.0,0,0,0,3,0.0,0.0,0.0,True
99661,0.0,0,0,0,2,0.0,0.0,0.0,True
99833,0.0,0,0,0,3,0.0,0.0,0.0,True
99902,0.0,0,0,0,3,0.0,0.0,0.0,True
100140,0.0,0,85,0,3,0.0,0.0,-14.166666666666666,False
101558,0.0,0,0,0,4,0.0,0.0,0.0,True
101576,0.0,0,0,0,5,0.0,0.0,0.0,True
101583,0.0,0,0,0,5,0.0,0.0,0.0,True
101590,0.0,0,0,0,3,0.0,0.0,0.0,True
101592,1.0,1,0,0,4,0.25,0.25,0.75,True
101606,2.0,0,0,0,3,0.6666666666666666,0.0,1.3333333333333333,True
101620,0.0,0,31,0,3,0.0,0.0,-5.166666666666667,False
101647,0.0,0,0,0,5,0.0,0.0,0.0,True
101652,1.0,0,11,0,4,0.25,0.0,-0.875,False
101669,3.0,0,0,0,5,0.6,0.0,1.2,True
101682,0.0,0,0,0,5,0.0,0.0,0.0,True
101699,0.0,0,0,0,5,0.0,0.0,0.0,True
101707,0.0,0,84,0,5,0.0,0.0,-8.4,False
101742,0.0,0,0,0,4,0.0,0.0,0.0,True
101796,0.0,0,0,0,3,0.0,0.0,0.0,True
101825,0.0,0,28,36,4,0.0,0.0,-21.5,False
101834,0.0,0,0,0,5,0.0,0.0,0.0,True
101846,0.0,0,31,0,3,0.0,0.0,-5.166666666666667,False
101847,0.0,0,0,0,3,0.0,0.0,0.0,True
101857,0.0,0,0,0,5,0.0,0.0,0.0,True
101953,0.0,0,0,0,5,0.0,0.0,0.0,True
101971,0.0,0,0,0,5,0.0,0.0,0.0,True
102157,1.0,0,118,0,5,0.2,0.0,-11.4,False
102629,0.0,0,0,0,5,0.0,0.0,0.0,True
103668,0.0,0,54,0,5,0.0,0.0,-5.4,False
103682,0.0,0,71,0,5,0.0,0.0,-7.1,False
105333,0.0,1,0,0,5,0.0,0.2,0.2,True
105334,0.0,1,0,0,3,0.0,0.3333333333333333,0.3333333333333333,True
105339,0.0,0,85,0,5,0.0,0.0,-8.5,False
105361,0.0,0,38,0,7,0.0,0.0,-2.7142857142857144,False
105376,0.0,0,0,0,1,0.0,0.0,0.0,True
105802,0.0,0,0,0,5,0.0,0.0,0.0,True
107413,0.0,0,0,0,3,0.0,0.0,0.0,True
107424,0.0,0,0,0,3,0.0,0.0,0.0,True
107523,0.0,0,0,0,3,0.0,0.0,0.0,True
107529,0.0,0,62,0,3,0.0,0.0,-10.333333333333334,False
107548,0.0,0,12,0,3,0.0,0.0,-2.0,False
107623,0.0,0,0,0,3,0.0,0.0,0.0,True
107651,0.0,0,0,0,3,0.0,0.0,0.0,True
112253,0.0,0,0,0,4,0.0,0.0,0.0,True
112366,0.0,0,85,0,4,0.0,0.0,-10.625,False
112392,0.0,0,0,0,4,0.0,0.0,0.0,True
112459,0.0,0,145,0,4,0.0,0.0,-18.125,False
112522,0.0,0,0,0,4,0.0,0.0,0.0,True
